domain,label,family,observed_at
host3514.tbmpd.com,0,benign,2025-01-03T10:34:00
host2484.mhmhk.com,0,benign,2025-01-02T17:24:00
host3891.cfbun.com,0,benign,2025-01-03T16:51:00
host276.eovvh.com,0,benign,2025-01-01T04:36:00
netflix.com,0,benign,2025-01-04T09:29:00
host3391.xmwia.com,0,benign,2025-01-03T08:31:00
appleapple.org,1,matsnu,2025-01-02T05:27:00
eaydrh.net,1,conficker,2025-01-02T15:26:00
host1048.sdkzp.com,0,benign,2025-01-01T17:28:00
host1655.agqcp.com,0,benign,2025-01-02T03:35:00
host851.rvuuq.com,0,benign,2025-01-01T14:11:00
host11.ksjzw.com,0,benign,2025-01-01T00:11:00
host65.szbba.com,0,benign,2025-01-01T01:05:00
ynrdhpghssso.com,1,kraken,2025-01-01T16:18:00
rockdate.org,1,matsnu,2025-01-01T03:27:00
host1679.natns.com,0,benign,2025-01-02T03:59:00
aws.amazon.com,0,benign,2025-01-03T01:47:00
dvvfqwplkqwn.com,1,kraken,2025-01-02T03:02:00
8do9by5efc.tk,1,generic,2025-01-03T20:16:00
theyyouwith.net,1,suppobox,2025-01-02T18:43:00
host3389.vzoft.com,0,benign,2025-01-03T08:29:00
host3608.tjwcs.com,0,benign,2025-01-03T12:08:00
apple.com,0,benign,2025-01-02T14:46:00
800mn8d.ru,1,cryptolocker,2025-01-03T01:10:00
datewater.org,1,matsnu,2025-01-03T14:54:00
hkdxlfhdkyuo.com,1,kraken,2025-01-03T20:46:00
host623.oidqp.com,0,benign,2025-01-01T10:23:00
host604.pmzsb.com,0,benign,2025-01-01T10:04:00
gi856rs.biz,1,cryptolocker,2025-01-04T09:33:00
apple.com,0,benign,2025-01-02T11:21:00
host3282.acnmh.com,0,benign,2025-01-03T06:42:00
quaosixe.net,1,conficker,2025-01-01T10:45:00
avtpbejuvlse.com,1,kraken,2025-01-03T05:04:00
rockdate.org,1,matsnu,2025-01-02T04:14:00
host3558.tlqdd.com,0,benign,2025-01-03T11:18:00
host2817.xsdja.com,0,benign,2025-01-02T22:57:00
urmyo.net,1,conficker,2025-01-02T22:54:00
host3650.bovrx.com,0,benign,2025-01-03T12:50:00
mkpjjh2.biz,1,cryptolocker,2025-01-03T16:29:00
host1349.bdxgf.com,0,benign,2025-01-01T22:29:00
anltrdteyicb.com,1,kraken,2025-01-03T00:08:00
aws.amazon.com,0,benign,2025-01-02T06:31:00
host131.wfgfd.com,0,benign,2025-01-01T02:11:00
host4571.lbgkq.com,0,benign,2025-01-04T04:11:00
host2240.dmbxq.com,0,benign,2025-01-02T13:20:00
wtqvtgmn.net,1,conficker,2025-01-02T21:45:00
shjnlgvytjsv.com,1,kraken,2025-01-01T22:14:00
host295.zemkk.com,0,benign,2025-01-01T04:55:00
eseycvn.net,1,conficker,2025-01-02T12:58:00
flko8z6r5gxp.biz,1,generic,2025-01-02T06:22:00
host281.jcohj.com,0,benign,2025-01-01T04:41:00
host79.erhex.com,0,benign,2025-01-01T01:19:00
treeelder.org,1,matsnu,2025-01-04T03:01:00
host2505.odzdm.com,0,benign,2025-01-02T17:45:00
vbiu775.biz,1,cryptolocker,2025-01-03T01:39:00
bxsbagd.net,1,conficker,2025-01-01T12:15:00
eo0fo5o16li4vxndd4qk.cn,1,generic,2025-01-01T09:36:00
ssguba.net,1,conficker,2025-01-03T11:13:00
host2561.rpwag.com,0,benign,2025-01-02T18:41:00
host4310.tmokm.com,0,benign,2025-01-03T23:50:00
host2651.ryczc.com,0,benign,2025-01-02T20:11:00
host1865.gixfi.com,0,benign,2025-01-02T07:05:00
vmpfbgvi.net,1,conficker,2025-01-01T06:26:00
thehisthey.net,1,suppobox,2025-01-04T07:59:00
xoqxummivpqf.com,1,kraken,2025-01-03T16:46:00
host555.dvfsy.com,0,benign,2025-01-01T09:15:00
hisbutthe.net,1,suppobox,2025-01-04T01:47:00
live.com,0,benign,2025-01-03T18:19:00
applewater.org,1,matsnu,2025-01-03T05:32:00
treerock.org,1,matsnu,2025-01-03T22:39:00
gyxwgfrdbqeu.com,1,kraken,2025-01-03T06:53:00
host387.gabau.com,0,benign,2025-01-01T06:27:00
appledate.org,1,matsnu,2025-01-04T10:56:00
host3339.rppim.com,0,benign,2025-01-03T07:39:00
host2190.tjoec.com,0,benign,2025-01-02T12:30:00
yaqowzp.biz,1,cryptolocker,2025-01-03T21:42:00
host4941.rrxyq.com,0,benign,2025-01-04T10:21:00
ofrzhflu.net,1,conficker,2025-01-01T06:32:00
host1219.egbia.com,0,benign,2025-01-01T20:19:00
host2813.ryvik.com,0,benign,2025-01-02T22:53:00
host4832.ftbrx.com,0,benign,2025-01-04T08:32:00
host537.splkd.com,0,benign,2025-01-01T08:57:00
alonfgebmgla.com,1,kraken,2025-01-01T14:03:00
fbrzussu.net,1,conficker,2025-01-02T04:59:00
host3158.kfzlo.com,0,benign,2025-01-03T04:38:00
theyandfrom.net,1,suppobox,2025-01-02T13:46:00
office.com,0,benign,2025-01-02T17:43:00
tuqa7dwj7xt3xmnoiyv.com,1,generic,2025-01-03T21:04:00
epetqe.net,1,conficker,2025-01-02T21:30:00
host2378.qubax.com,0,benign,2025-01-02T15:38:00
host616.yxpxq.com,0,benign,2025-01-01T10:16:00
host1150.qzhjt.com,0,benign,2025-01-01T19:10:00
office.com,0,benign,2025-01-02T10:33:00
4ceqf21.biz,1,cryptolocker,2025-01-02T22:32:00
cherrystone.org,1,matsnu,2025-01-04T08:33:00
yfbqbutwilrj.com,1,kraken,2025-01-02T23:03:00
netflix.com,0,benign,2025-01-01T06:03:00
host931.uvczd.com,0,benign,2025-01-01T15:31:00
forhiswith.net,1,suppobox,2025-01-03T18:34:00
mtgtej4r4alju42t42aa.cn,1,generic,2025-01-01T12:06:00
host57.mhjss.com,0,benign,2025-01-01T00:57:00
thathavethe.net,1,suppobox,2025-01-04T07:38:00
lkhqn.net,1,conficker,2025-01-01T17:25:00
host4910.lfdaa.com,0,benign,2025-01-04T09:50:00
treeapple.org,1,matsnu,2025-01-03T12:58:00
hioqsmzrlnzo.com,1,kraken,2025-01-02T15:21:00
slack.com,0,benign,2025-01-01T17:46:00
host302.nauvt.com,0,benign,2025-01-01T05:02:00
3msuvz1.ru,1,cryptolocker,2025-01-03T17:39:00
google.com,0,benign,2025-01-03T02:16:00
erxtg.net,1,conficker,2025-01-04T04:10:00
z1dyrerubskhkryl.com,1,generic,2025-01-03T14:23:00
host2267.sdwho.com,0,benign,2025-01-02T13:47:00
lyyjcheyuuoe.com,1,kraken,2025-01-03T17:14:00
host839.ofvgj.com,0,benign,2025-01-01T13:59:00
host4130.xylmn.com,0,benign,2025-01-03T20:50:00
gpngokfqwfgy.com,1,kraken,2025-01-04T02:12:00
host3369.gpdpi.com,0,benign,2025-01-03T08:09:00
5hvo1vp.biz,1,cryptolocker,2025-01-03T01:27:00
ikfsnk.net,1,conficker,2025-01-03T07:01:00
host4448.euixp.com,0,benign,2025-01-04T02:08:00
host991.lbrjg.com,0,benign,2025-01-01T16:31:00
host375.uadcx.com,0,benign,2025-01-01T06:15:00
host1746.pxpqh.com,0,benign,2025-01-02T05:06:00
applerock.org,1,matsnu,2025-01-04T09:08:00
host3706.gbexf.com,0,benign,2025-01-03T13:46:00
amazon.com,0,benign,2025-01-04T06:29:00
dategrape.org,1,matsnu,2025-01-01T22:19:00
host3128.mchie.com,0,benign,2025-01-03T04:08:00
gs4qkkdriicipcue2wyl.info,1,generic,2025-01-01T07:43:00
notthisbut.net,1,suppobox,2025-01-01T15:40:00
k9z4s6ij3v.tk,1,generic,2025-01-03T01:42:00
vh98d6mucdsqoc6rt.org,1,generic,2025-01-02T20:08:00
qdsvgzrrqjqlw3pf.com,1,generic,2025-01-01T10:10:00
3wq1uyz.info,1,cryptolocker,2025-01-04T00:59:00
rsyfxb.net,1,conficker,2025-01-03T13:24:00
andthatfrom.net,1,suppobox,2025-01-02T23:32:00
host25.ckova.com,0,benign,2025-01-01T00:25:00
rockcherry.org,1,matsnu,2025-01-01T14:15:00
host894.bcjom.com,0,benign,2025-01-01T14:54:00
host3187.gnphi.com,0,benign,2025-01-03T05:07:00
host1864.ndstz.com,0,benign,2025-01-02T07:04:00
salesforce.com,0,benign,2025-01-03T01:15:00
host1816.qoell.com,0,benign,2025-01-02T06:16:00
yjfwjvbq.net,1,conficker,2025-01-02T14:02:00
host2212.odsmz.com,0,benign,2025-01-02T12:52:00
6yzqybv.info,1,cryptolocker,2025-01-03T11:40:00
u0t04vy.info,1,cryptolocker,2025-01-01T02:54:00
host1502.ouico.com,0,benign,2025-01-02T01:02:00
cunvjjquadwl.com,1,kraken,2025-01-01T23:41:00
host3799.ubtet.com,0,benign,2025-01-03T15:19:00
aiirzdgixglw.com,1,kraken,2025-01-02T00:40:00
host4695.puyur.com,0,benign,2025-01-04T06:15:00
hxdmfmsbkfal.com,1,kraken,2025-01-02T21:36:00
gsmqtqlibjjc.com,1,kraken,2025-01-04T05:42:00
host4191.tnqhw.com,0,benign,2025-01-03T21:51:00
vd7o7nft66.cn,1,generic,2025-01-02T20:38:00
mbzrmam.net,1,conficker,2025-01-04T09:55:00
host4528.epcxg.com,0,benign,2025-01-04T03:28:00
26qzj198vmsugv.tk,1,generic,2025-01-02T17:59:00
host4802.wddcf.com,0,benign,2025-01-04T08:02:00
hiswithand.net,1,suppobox,2025-01-03T15:40:00
host1517.ldhez.com,0,benign,2025-01-02T01:17:00
treedate.org,1,matsnu,2025-01-03T03:39:00
host2830.ocdpn.com,0,benign,2025-01-02T23:10:00
younothis.net,1,suppobox,2025-01-04T09:45:00
go11scu0aan7uac.biz,1,generic,2025-01-02T03:30:00
host1263.pnnvn.com,0,benign,2025-01-01T21:03:00
stonefire.org,1,matsnu,2025-01-03T04:01:00
thisfromhis.net,1,suppobox,2025-01-04T05:39:00
sfegmdcffoji.com,1,kraken,2025-01-01T23:40:00
grapeapple.org,1,matsnu,2025-01-04T10:36:00
host3540.yeqkg.com,0,benign,2025-01-03T11:00:00
host4688.pdypu.com,0,benign,2025-01-04T06:08:00
qrxsvh.net,1,conficker,2025-01-03T23:29:00
host4413.hsmel.com,0,benign,2025-01-04T01:33:00
39sadnm.info,1,cryptolocker,2025-01-01T10:46:00
withnotand.net,1,suppobox,2025-01-02T12:28:00
ohwad.net,1,conficker,2025-01-03T17:42:00
yahoo.com,0,benign,2025-01-02T19:00:00
yahoo.com,0,benign,2025-01-03T11:03:00
host520.nkcaa.com,0,benign,2025-01-01T08:40:00
host3971.kigmr.com,0,benign,2025-01-03T18:11:00
o9wsj08.biz,1,cryptolocker,2025-01-02T18:35:00
cherryapple.org,1,matsnu,2025-01-03T20:32:00
figrock.org,1,matsnu,2025-01-03T09:10:00
withthisfrom.net,1,suppobox,2025-01-01T12:39:00
kpbbserbyjhi.com,1,kraken,2025-01-04T04:17:00
host4141.lbhta.com,0,benign,2025-01-03T21:01:00
host4753.sajrd.com,0,benign,2025-01-04T07:13:00
host3628.obaxa.com,0,benign,2025-01-03T12:28:00
u3c725w.info,1,cryptolocker,2025-01-01T18:29:00
wsrftf.net,1,conficker,2025-01-03T21:22:00
host4262.jtegi.com,0,benign,2025-01-03T23:02:00
bc77dtn.ru,1,cryptolocker,2025-01-01T22:43:00
host2235.ltopj.com,0,benign,2025-01-02T13:15:00
host2796.lisag.com,0,benign,2025-01-02T22:36:00
yahoo.com,0,benign,2025-01-04T08:39:00
yg1virh.info,1,cryptolocker,2025-01-03T00:05:00
host3074.pdpqb.com,0,benign,2025-01-03T03:14:00
qme7wepea.ru,1,generic,2025-01-02T12:06:00
grapeelder.org,1,matsnu,2025-01-01T13:38:00
9togesyytr.org,1,generic,2025-01-04T10:21:00
zoom.us,0,benign,2025-01-01T16:18:00
amazon.com,0,benign,2025-01-04T08:25:00
mprdozmh.net,1,conficker,2025-01-02T20:28:00
uwopbzpnxqgv.com,1,kraken,2025-01-01T21:46:00
host1129.quonw.com,0,benign,2025-01-01T18:49:00
qobbgs7.ru,1,cryptolocker,2025-01-02T20:19:00
fnpgekwmskuu.com,1,kraken,2025-01-02T05:54:00
netflix.com,0,benign,2025-01-04T03:10:00
isbtkox.net,1,conficker,2025-01-02T15:22:00
host2055.qloge.com,0,benign,2025-01-02T10:15:00
host2277.rzgtd.com,0,benign,2025-01-02T13:57:00
graperock.org,1,matsnu,2025-01-03T09:23:00
elderstone.org,1,matsnu,2025-01-02T05:15:00
cloudflare.com,0,benign,2025-01-02T13:09:00
andhisfrom.net,1,suppobox,2025-01-02T16:19:00
host1462.ltknl.com,0,benign,2025-01-02T00:22:00
host186.lcobl.com,0,benign,2025-01-01T03:06:00
figstone.org,1,matsnu,2025-01-04T00:14:00
host467.cyfih.com,0,benign,2025-01-01T07:47:00
stonefig.org,1,matsnu,2025-01-02T18:56:00
p2yiinx2l.info,1,generic,2025-01-02T14:51:00
host4696.nwmrm.com,0,benign,2025-01-04T06:16:00
bananarock.org,1,matsnu,2025-01-02T17:09:00
host2659.plicc.com,0,benign,2025-01-02T20:19:00
vae8cplzscylqn9.biz,1,generic,2025-01-03T09:39:00
h677nww.info,1,cryptolocker,2025-01-02T00:43:00
feurusfirldc.com,1,kraken,2025-01-02T22:51:00
host4747.msrtr.com,0,benign,2025-01-04T07:07:00
nlatgnhjeubi.com,1,kraken,2025-01-03T04:52:00
btvzlzy.net,1,conficker,2025-01-03T17:10:00
host799.ohjmh.com,0,benign,2025-01-01T13:19:00
host1634.pkrqy.com,0,benign,2025-01-02T03:14:00
ijyhctwmdjvj.com,1,kraken,2025-01-04T08:17:00
3k177v3.ru,1,cryptolocker,2025-01-01T03:12:00
haveyouthe.net,1,suppobox,2025-01-02T16:29:00
lwl4xe5l8.tk,1,generic,2025-01-03T00:49:00
ymvyai.net,1,conficker,2025-01-02T13:54:00
host1658.qzscq.com,0,benign,2025-01-02T03:38:00
host4635.piijs.com,0,benign,2025-01-04T05:15:00
yfiyf.net,1,conficker,2025-01-02T06:56:00
host4822.mpoti.com,0,benign,2025-01-04T08:22:00
d6gclii.ru,1,cryptolocker,2025-01-04T07:14:00
host3398.uiqkw.com,0,benign,2025-01-03T08:38:00
havefrombut.net,1,suppobox,2025-01-03T14:09:00
facebook.com,0,benign,2025-01-01T09:14:00
xdfath4.ru,1,cryptolocker,2025-01-04T08:20:00
host848.gpium.com,0,benign,2025-01-01T14:08:00
t5ue9qtr2t7bo2xcplb.tk,1,generic,2025-01-02T04:38:00
withthethat.net,1,suppobox,2025-01-01T02:33:00
grapefire.org,1,matsnu,2025-01-01T15:00:00
recmo0hv3ctqcn81s.org,1,generic,2025-01-01T21:42:00
asm41kk.ru,1,cryptolocker,2025-01-02T01:49:00
host2089.qelzl.com,0,benign,2025-01-02T10:49:00
n220eo6.ru,1,cryptolocker,2025-01-02T22:47:00
stoneapple.org,1,matsnu,2025-01-01T13:46:00
aws.amazon.com,0,benign,2025-01-02T17:15:00
withandthey.net,1,suppobox,2025-01-02T02:09:00
aws.amazon.com,0,benign,2025-01-03T04:51:00
host2457.qhogv.com,0,benign,2025-01-02T16:57:00
apple.com,0,benign,2025-01-01T20:11:00
aws.amazon.com,0,benign,2025-01-02T06:30:00
f2k201t20rcggjyemgt.info,1,generic,2025-01-03T01:33:00
host4382.hkrcp.com,0,benign,2025-01-04T01:02:00
host2791.fpnpa.com,0,benign,2025-01-02T22:31:00
bxfjulixzpqv.com,1,kraken,2025-01-01T01:41:00
watergrape.org,1,matsnu,2025-01-03T14:31:00
host362.rzlyp.com,0,benign,2025-01-01T06:02:00
host4678.fzcex.com,0,benign,2025-01-04T05:58:00
bananadate.org,1,matsnu,2025-01-03T11:15:00
host971.qiqsd.com,0,benign,2025-01-01T16:11:00
thishaveand.net,1,suppobox,2025-01-04T07:00:00
host1937.zbomd.com,0,benign,2025-01-02T08:17:00
host3960.xiymq.com,0,benign,2025-01-03T18:00:00
host168.rywqz.com,0,benign,2025-01-01T02:48:00
hisfromfrom.net,1,suppobox,2025-01-02T07:31:00
firestone.org,1,matsnu,2025-01-01T10:31:00
host4054.udoud.com,0,benign,2025-01-03T19:34:00
salesforce.com,0,benign,2025-01-04T11:13:00
host2172.agxmy.com,0,benign,2025-01-02T12:12:00
rockelder.org,1,matsnu,2025-01-03T18:42:00
host1721.vsrgr.com,0,benign,2025-01-02T04:41:00
zoom.us,0,benign,2025-01-03T12:48:00
bayj05cbw9t.ru,1,generic,2025-01-03T05:29:00
host2032.siozp.com,0,benign,2025-01-02T09:52:00
host3656.cenhc.com,0,benign,2025-01-03T12:56:00
nhwjprojqvum.com,1,kraken,2025-01-01T12:13:00
fzmlx.net,1,conficker,2025-01-04T03:04:00
host3556.yzlxx.com,0,benign,2025-01-03T11:16:00
nottheyfor.net,1,suppobox,2025-01-04T08:23:00
kltcuozscgzs.com,1,kraken,2025-01-01T09:20:00
pzfltg.net,1,conficker,2025-01-04T01:00:00
notfrombut.net,1,suppobox,2025-01-03T05:16:00
getbgwnkexwd.com,1,kraken,2025-01-02T09:51:00
butnotthe.net,1,suppobox,2025-01-04T02:17:00
host3111.leikq.com,0,benign,2025-01-03T03:51:00
thatandnot.net,1,suppobox,2025-01-01T07:23:00
frnyr.net,1,conficker,2025-01-02T00:34:00
host4526.opxih.com,0,benign,2025-01-04T03:26:00
ryjbeeweqojl.com,1,kraken,2025-01-01T04:54:00
host394.nougr.com,0,benign,2025-01-01T06:34:00
youyouand.net,1,suppobox,2025-01-01T10:17:00
gllqxs.net,1,conficker,2025-01-04T10:53:00
host1906.lgmwn.com,0,benign,2025-01-02T07:46:00
host1069.nlryv.com,0,benign,2025-01-01T17:49:00
qa2d3o1.info,1,cryptolocker,2025-01-03T11:03:00
host4820.xgulf.com,0,benign,2025-01-04T08:20:00
qpowb.net,1,conficker,2025-01-03T15:43:00
host3262.fqooh.com,0,benign,2025-01-03T06:22:00
cfizdmut.net,1,conficker,2025-01-04T05:37:00
host2608.ciots.com,0,benign,2025-01-02T19:28:00
p205b0n.info,1,cryptolocker,2025-01-01T22:18:00
withhaveand.net,1,suppobox,2025-01-03T21:02:00
host1410.svnhr.com,0,benign,2025-01-01T23:30:00
c2n692h.info,1,cryptolocker,2025-01-03T21:25:00
havethethe.net,1,suppobox,2025-01-02T12:25:00
host3348.tsceb.com,0,benign,2025-01-03T07:48:00
host3223.upfnl.com,0,benign,2025-01-03T05:43:00
5lk7x34fanwlfpy.net,1,generic,2025-01-03T16:40:00
host3733.vulkc.com,0,benign,2025-01-03T14:13:00
nt7l0bw28yontkr6rp0m.tk,1,generic,2025-01-01T00:00:00
leilkhdmvgwl.com,1,kraken,2025-01-01T14:54:00
host1095.imhjr.com,0,benign,2025-01-01T18:15:00
tdeej2k.info,1,cryptolocker,2025-01-01T08:56:00
3427n162bv20vn7ey.info,1,generic,2025-01-03T19:59:00
host2051.aufnc.com,0,benign,2025-01-02T10:11:00
host1765.qohfw.com,0,benign,2025-01-02T05:25:00
host1561.nvzok.com,0,benign,2025-01-02T02:01:00
host4429.oujie.com,0,benign,2025-01-04T01:49:00
host2981.pjntb.com,0,benign,2025-01-03T01:41:00
youwiththey.net,1,suppobox,2025-01-01T00:14:00
host2951.esegp.com,0,benign,2025-01-03T01:11:00
havethishave.net,1,suppobox,2025-01-02T19:40:00
elldoo5v8hlpygoac7.biz,1,generic,2025-01-02T07:54:00
microsoft.com,0,benign,2025-01-04T09:35:00
host269.rdapi.com,0,benign,2025-01-01T04:29:00
host2641.nqrxd.com,0,benign,2025-01-02T20:01:00
iouifzyqjocm.com,1,kraken,2025-01-04T04:12:00
slack.com,0,benign,2025-01-01T05:47:00
facebook.com,0,benign,2025-01-01T16:10:00
amazon.com,0,benign,2025-01-02T17:02:00
81wbr7m7mb17p492u.ru,1,generic,2025-01-03T06:16:00
host1.fjapb.com,0,benign,2025-01-01T00:01:00
host4386.nvqku.com,0,benign,2025-01-04T01:06:00
host4799.jnhyn.com,0,benign,2025-01-04T07:59:00
hm9lff3.info,1,cryptolocker,2025-01-02T14:07:00
host2253.fvdvf.com,0,benign,2025-01-02T13:33:00
thisthatbut.net,1,suppobox,2025-01-02T08:04:00
dagjwclriish.com,1,kraken,2025-01-01T23:50:00
host2407.adoan.com,0,benign,2025-01-02T16:07:00
host3001.jdywc.com,0,benign,2025-01-03T02:01:00
host4003.mjhvd.com,0,benign,2025-01-03T18:43:00
host2288.ckvyx.com,0,benign,2025-01-02T14:08:00
treefire.org,1,matsnu,2025-01-04T05:35:00
amazon.com,0,benign,2025-01-02T16:30:00
azure.com,0,benign,2025-01-01T03:48:00
figgrape.org,1,matsnu,2025-01-02T21:15:00
host3806.ixkfn.com,0,benign,2025-01-03T15:26:00
host1555.xhktq.com,0,benign,2025-01-02T01:55:00
zrmabw.net,1,conficker,2025-01-03T17:45:00
hypmjoyewvie.com,1,kraken,2025-01-01T15:36:00
host4.dfwsm.com,0,benign,2025-01-01T00:04:00
lpcpqjrrtdto.com,1,kraken,2025-01-01T08:13:00
host2539.hhnrb.com,0,benign,2025-01-02T18:19:00
host3007.xslcf.com,0,benign,2025-01-03T02:07:00
host2593.bdzuj.com,0,benign,2025-01-02T19:13:00
apx9l9o.ru,1,cryptolocker,2025-01-03T02:45:00
vnoanjne.net,1,conficker,2025-01-04T03:38:00
g8jzgrg7sov9qqbqq.tk,1,generic,2025-01-04T06:00:00
bananawater.org,1,matsnu,2025-01-02T03:37:00
stonetree.org,1,matsnu,2025-01-01T07:39:00
scbrtztxiupe.com,1,kraken,2025-01-03T23:12:00
avw5b8c.biz,1,cryptolocker,2025-01-01T05:18:00
iwzualiagxyn.com,1,kraken,2025-01-02T12:44:00
host4633.zymvo.com,0,benign,2025-01-04T05:13:00
tbdqkfwaxser.com,1,kraken,2025-01-04T07:16:00
host4081.ellul.com,0,benign,2025-01-03T20:01:00
fricqxfiewep.com,1,kraken,2025-01-02T18:18:00
host2324.pbmbk.com,0,benign,2025-01-02T14:44:00
mhhsm.net,1,conficker,2025-01-03T15:30:00
office.com,0,benign,2025-01-02T14:18:00
whq5xv7yv08sofn73b7k.org,1,generic,2025-01-02T15:19:00
host3020.bvsry.com,0,benign,2025-01-03T02:20:00
host2405.fpjqg.com,0,benign,2025-01-02T16:05:00
host1419.ixlas.com,0,benign,2025-01-01T23:39:00
host146.ixrli.com,0,benign,2025-01-01T02:26:00
host2645.jpjri.com,0,benign,2025-01-02T20:05:00
host2049.mbfhq.com,0,benign,2025-01-02T10:09:00
h1cs9ih.info,1,cryptolocker,2025-01-03T09:30:00
host3611.wcolq.com,0,benign,2025-01-03T12:11:00
ssgxhi9.info,1,cryptolocker,2025-01-02T23:16:00
mhaqgpb41qp4b9wy5ea.ru,1,generic,2025-01-02T20:45:00
fzyfacxl.net,1,conficker,2025-01-04T01:50:00
host2361.umycn.com,0,benign,2025-01-02T15:21:00
firestone.org,1,matsnu,2025-01-01T17:24:00
grapeapple.org,1,matsnu,2025-01-02T10:38:00
386v3f0.ru,1,cryptolocker,2025-01-02T04:00:00
host2668.jusuu.com,0,benign,2025-01-02T20:28:00
host1487.khokj.com,0,benign,2025-01-02T00:47:00
zoom.us,0,benign,2025-01-02T20:17:00
theyhavehave.net,1,suppobox,2025-01-03T03:26:00
host2959.mbewl.com,0,benign,2025-01-03T01:19:00
zkmuqzq3j488sbfobte.com,1,generic,2025-01-02T23:40:00
57bz4ou5ujygxgryuj9e.tk,1,generic,2025-01-02T17:03:00
isvooy.net,1,conficker,2025-01-02T09:38:00
github.com,0,benign,2025-01-02T00:37:00
dgw14dcb8rhle.biz,1,generic,2025-01-03T00:52:00
datecherry.org,1,matsnu,2025-01-04T03:32:00
0birrou50agxe5m.biz,1,generic,2025-01-02T03:28:00
host2781.xiixg.com,0,benign,2025-01-02T22:21:00
host414.hnrsx.com,0,benign,2025-01-01T06:54:00
m1qxrg6.info,1,cryptolocker,2025-01-02T20:04:00
3hlsq1o.ru,1,cryptolocker,2025-01-04T11:17:00
host4038.luarf.com,0,benign,2025-01-03T19:18:00
host2601.iirkb.com,0,benign,2025-01-02T19:21:00
havehisthey.net,1,suppobox,2025-01-02T02:54:00
host2052.mrnyg.com,0,benign,2025-01-02T10:12:00
treefire.org,1,matsnu,2025-01-03T06:20:00
host4486.noojd.com,0,benign,2025-01-04T02:46:00
host1449.vifwz.com,0,benign,2025-01-02T00:09:00
figcherry.org,1,matsnu,2025-01-01T13:00:00
host4961.uavdp.com,0,benign,2025-01-04T10:41:00
zoom.us,0,benign,2025-01-03T16:16:00
treestone.org,1,matsnu,2025-01-04T04:14:00
fromhisfor.net,1,suppobox,2025-01-02T12:03:00
host3255.sziwu.com,0,benign,2025-01-03T06:15:00
host3902.tgdvj.com,0,benign,2025-01-03T17:02:00
egahvm76.ru,1,generic,2025-01-03T00:59:00
t6tshuw.ru,1,cryptolocker,2025-01-03T10:21:00
outdjqs.net,1,conficker,2025-01-04T08:11:00
vyickjfksaym.com,1,kraken,2025-01-01T12:14:00
google.com,0,benign,2025-01-03T15:49:00
host1527.ijsnr.com,0,benign,2025-01-02T01:27:00
host4444.qvgcn.com,0,benign,2025-01-04T02:04:00
host861.uksoz.com,0,benign,2025-01-01T14:21:00
host3520.wmbvh.com,0,benign,2025-01-03T10:40:00
host91.yclxw.com,0,benign,2025-01-01T01:31:00
google.com,0,benign,2025-01-03T23:42:00
host4124.uzkia.com,0,benign,2025-01-03T20:44:00
pvbtxh.net,1,conficker,2025-01-01T11:47:00
host1850.ygtnl.com,0,benign,2025-01-02T06:50:00
amazon.com,0,benign,2025-01-03T02:50:00
host2808.czpav.com,0,benign,2025-01-02T22:48:00
ria44pvdlatuer1nqkt.tk,1,generic,2025-01-02T07:36:00
stonebanana.org,1,matsnu,2025-01-03T04:12:00
withtheybut.net,1,suppobox,2025-01-03T00:02:00
host1813.wbyzi.com,0,benign,2025-01-02T06:13:00
kuvpfjviildw.com,1,kraken,2025-01-02T20:02:00
host4505.byelc.com,0,benign,2025-01-04T03:05:00
host2971.egsrw.com,0,benign,2025-01-03T01:31:00
host3315.dsaqx.com,0,benign,2025-01-03T07:15:00
mafoxrxmusvf.com,1,kraken,2025-01-01T20:03:00
kprxewlxrczx.com,1,kraken,2025-01-04T11:06:00
ummbgnebnpou.com,1,kraken,2025-01-03T22:17:00
host2174.jpdvc.com,0,benign,2025-01-02T12:14:00
zmqvdfnwhymw.com,1,kraken,2025-01-02T11:57:00
host3721.wktqv.com,0,benign,2025-01-03T14:01:00
host4077.mtwmr.com,0,benign,2025-01-03T19:57:00
host120.ruufx.com,0,benign,2025-01-01T02:00:00
aws.amazon.com,0,benign,2025-01-02T15:04:00
4xcfkz5.biz,1,cryptolocker,2025-01-02T13:55:00
host2722.qsubk.com,0,benign,2025-01-02T21:22:00
datefig.org,1,matsnu,2025-01-03T21:14:00
bananafig.org,1,matsnu,2025-01-01T02:34:00
ijmjfipv.net,1,conficker,2025-01-04T07:46:00
host3533.qpiiu.com,0,benign,2025-01-03T10:53:00
grapestone.org,1,matsnu,2025-01-01T20:35:00
host2425.uykfq.com,0,benign,2025-01-02T16:25:00
qrlsrzhyjcrw.com,1,kraken,2025-01-02T16:09:00
figtree.org,1,matsnu,2025-01-03T03:51:00
host2531.bfczy.com,0,benign,2025-01-02T18:11:00
host1651.ejaao.com,0,benign,2025-01-02T03:31:00
host320.entja.com,0,benign,2025-01-01T05:20:00
hisandthey.net,1,suppobox,2025-01-03T03:15:00
host1421.fmhlo.com,0,benign,2025-01-01T23:41:00
facebook.com,0,benign,2025-01-02T02:50:00
h1tjjjswsdqbtdamwt.net,1,generic,2025-01-03T13:12:00
host3904.elbmb.com,0,benign,2025-01-03T17:04:00
5jim3bk.biz,1,cryptolocker,2025-01-02T06:16:00
host4331.fznyk.com,0,benign,2025-01-04T00:11:00
