StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label
2011/08/18 10:21:58.957447,8.615945,tcp,147.32.84.59,42561,   ->,193.85.3.250,80,FSPA_FSPA,0,0,11,2369,830,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:21:58.963007,0.000153,udp,81.183.68.214,33114,   ->,147.32.84.59,43087,INT,0,,1,145,145,flow=Background-Attempt-cmpgw-CVUT
2011/08/18 10:21:58.963160,0.000000,icmp,147.32.84.59,0x0303,   ->,81.183.68.214,0x4fa8,URP,0,,1,173,173,flow=Background-Attempt-cmpgw-CVUT
2011/08/18 10:21:59.000971,3152.614746,udp,212.111.14.79,64555,  <->,147.32.84.229,13363,CON,0,0,8,964,668,flow=Background-UDP-Established
2011/08/18 10:21:59.035874,0.000369,udp,147.32.85.89,41343,  <->,147.32.80.9,53,CON,0,0,2,204,77,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.136691,0.000247,udp,147.32.84.138,41319,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.136705,0.000244,udp,147.32.84.138,37683,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.140390,0.000000,udp,147.32.84.118,1153,   ->,70.95.147.222,6881,INT,0,,1,107,107,flow=Background-UDP-Attempt
2011/08/18 10:21:59.141683,0.502365,tcp,147.32.86.223,38792,   ->,89.221.217.12,1935,SRPA_SPA,0,0,17,8056,4201,flow=Background-TCP-Established
2011/08/18 10:21:59.145053,0.000255,udp,147.32.84.138,50379,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.145122,0.000320,udp,147.32.84.138,57391,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.152745,0.000248,udp,147.32.84.138,54734,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.152801,0.000242,udp,147.32.84.138,33314,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.159273,0.000211,udp,147.32.84.138,52501,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.159280,0.000254,udp,147.32.84.138,42844,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.164433,0.000238,udp,147.32.84.138,55838,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.164447,0.000238,udp,147.32.84.138,39679,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.169278,0.000217,udp,147.32.84.138,45144,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.169361,0.000252,udp,147.32.84.138,54836,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.201893,0.000710,udp,121.84.56.94,59510,  <->,147.32.84.229,13363,CON,0,0,2,553,74,flow=Background-UDP-Established
2011/08/18 10:21:59.206679,0.000000,tcp,173.212.245.210,80,   ->,147.32.85.76,1024,SA_,0,,1,62,62,flow=Background-TCP-Established
2011/08/18 10:21:59.214247,49.912464,udp,109.93.27.242,59878,  <->,147.32.84.229,13363,CON,0,0,4,899,756,flow=Background-UDP-Established
2011/08/18 10:21:59.302227,2436.039551,udp,62.69.15.45,54900,  <->,147.32.84.229,13363,CON,0,0,6,759,573,flow=Background-UDP-Established
2011/08/18 10:21:59.322274,8.997731,tcp,68.151.67.104,58347,   ->,147.32.84.229,13363,S_SA,0,0,8,492,186,flow=Background-TCP-Established
2011/08/18 10:21:59.348640,0.000313,tcp,188.120.195.230,62089,   ->,147.32.84.118,6881,S_RA,0,0,2,122,62,flow=Background-TCP-Attempt
2011/08/18 10:21:59.372638,0.000320,udp,147.32.85.25,58522,  <->,147.32.80.9,53,CON,0,0,2,208,79,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.372983,0.000404,udp,147.32.85.25,38846,  <->,147.32.80.9,53,CON,0,0,2,207,66,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.377045,0.000009,udp,84.113.40.12,53683,  <->,147.32.84.184,59371,CON,0,0,2,129,69,flow=Background-UDP-Established
2011/08/18 10:21:59.389955,0.000459,udp,147.32.85.25,52716,  <->,147.32.80.9,53,CON,0,0,2,330,86,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.391509,4.343427,tcp,209.85.148.104,80,  <?>,147.32.84.59,2477,FA_FA,0,0,4,240,120,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:21:59.392288,0.000293,udp,147.32.85.25,34125,  <->,147.32.80.9,53,CON,0,0,2,208,79,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.392722,0.000240,udp,147.32.85.25,59425,  <->,147.32.80.9,53,CON,0,0,2,207,66,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.393412,0.000418,udp,147.32.85.25,56184,  <->,147.32.80.9,53,CON,0,0,2,530,74,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.393418,0.000495,udp,147.32.85.25,56184,  <->,147.32.80.9,53,CON,0,0,2,534,74,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.451963,0.006572,tcp,147.32.84.59,49595,   ->,77.75.73.9,80,SRPA_FSPA,0,0,9,1955,1294,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:21:59.465260,3036.496338,udp,222.254.21.169,21083,  <->,147.32.84.229,13363,CON,0,0,6,404,224,flow=Background-UDP-Established
2011/08/18 10:21:59.469581,0.177502,tcp,193.68.171.148,4088,   ->,147.32.85.56,44076,FSPA_FSPA,0,0,9,672,395,flow=Background-TCP-Established
2011/08/18 10:21:59.470664,2029.928345,udp,109.192.11.93,54694,  <->,147.32.84.229,13363,CON,0,0,8,1423,716,flow=Background-UDP-Established
2011/08/18 10:21:59.540748,0.000338,udp,147.32.84.59,37157,  <->,147.32.80.9,53,CON,0,0,2,323,87,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.541629,0.000271,udp,147.32.84.59,43731,  <->,147.32.80.9,53,CON,0,0,2,231,87,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.542535,0.016859,tcp,147.32.84.59,35729,   ->,81.171.72.12,3653,S_RA,0,0,2,134,74,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:21:59.545021,6.399538,udp,87.223.241.34,19990,  <->,147.32.84.229,13363,CON,0,0,6,408,228,flow=Background-UDP-Established
2011/08/18 10:21:59.561745,907.815063,tcp,147.32.84.179,58342,   ->,64.12.68.227,5190,SPA_SRPA,0,0,24,4068,1388,flow=Background-TCP-Established
2011/08/18 10:21:59.565055,3594.399414,udp,213.155.227.215,40941,  <->,147.32.84.229,13363,CON,0,0,30,3958,2870,flow=Background-UDP-Established
2011/08/18 10:21:59.599988,0.000280,udp,147.32.84.59,60259,  <->,147.32.80.9,53,CON,0,0,2,294,78,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.601666,0.000298,udp,147.32.84.59,51506,  <->,147.32.80.9,53,CON,0,0,2,206,78,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.602116,10.357359,udp,178.75.230.54,10342,  <->,147.32.84.229,13363,CON,0,0,4,1183,147,flow=Background-UDP-Established
2011/08/18 10:21:59.615990,0.000313,udp,147.32.84.21,38423,  <->,147.32.80.9,53,CON,0,0,2,327,85,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.616640,0.000305,udp,147.32.84.21,54069,  <->,147.32.80.9,53,CON,0,0,2,300,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.616644,0.000398,udp,147.32.84.21,54069,  <->,147.32.80.9,53,CON,0,0,2,212,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.627918,3533.576416,udp,194.228.143.168,43997,  <->,147.32.84.229,13363,CON,0,0,34,4086,2697,flow=Background-UDP-Established
2011/08/18 10:21:59.629665,6.314894,icmp,87.223.241.34,0x0303,   ->,147.32.84.229,0x164e,URP,0,,3,210,210,flow=Background
2011/08/18 10:21:59.631881,0.000357,udp,147.32.84.59,65141,  <->,147.32.80.9,53,CON,0,0,2,292,77,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.634924,0.000206,udp,147.32.84.59,51463,  <->,147.32.80.9,53,CON,0,0,2,204,77,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.647076,487.680328,tcp,193.68.171.148,4094,   ->,147.32.85.56,44076,FSPA_FSPA,0,0,63,4028,1489,flow=Background-TCP-Established
2011/08/18 10:21:59.678927,0.000550,udp,78.9.160.40,60985,  <->,147.32.84.229,13363,CON,0,0,2,129,69,flow=Background-UDP-Established
2011/08/18 10:21:59.707208,0.625493,tcp,147.32.86.51,45037,   ->,199.59.148.20,80,FSPA_FSPA,0,0,10,2992,1479,flow=Background-TCP-Established
2011/08/18 10:21:59.727991,0.000360,udp,147.32.84.170,35663,  <->,147.32.80.9,53,CON,0,0,2,218,74,flow=From-Normal-V51-Stribrek
2011/08/18 10:21:59.728730,0.000271,udp,147.32.84.170,45665,  <->,147.32.80.9,53,CON,0,0,2,400,74,flow=From-Normal-V51-Stribrek
2011/08/18 10:21:59.729593,241.003769,tcp,147.32.84.170,52534,   ->,209.85.148.99,443,FSPA_FSPA,0,0,101,37606,27771,flow=From-Normal-V51-Stribrek
2011/08/18 10:21:59.736795,0.000718,udp,151.77.167.60,36521,  <->,147.32.84.229,13363,CON,0,0,2,314,64,flow=Background-UDP-Established
2011/08/18 10:21:59.746954,0.000392,udp,147.32.85.25,40439,  <->,147.32.80.9,53,CON,0,0,2,208,79,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.747525,0.000203,udp,147.32.85.25,52975,  <->,147.32.80.9,53,CON,0,0,2,207,66,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.748818,0.276024,udp,147.32.84.170,48725,  <->,147.32.80.9,53,CON,0,0,2,181,75,flow=From-Normal-V51-Stribrek
2011/08/18 10:21:59.749782,0.000634,udp,216.121.223.211,49111,  <->,147.32.84.229,13363,CON,0,0,2,135,75,flow=Background-UDP-Established
2011/08/18 10:21:59.750768,0.000682,udp,93.74.14.79,1220,  <->,147.32.84.229,13363,CON,0,0,2,585,78,flow=Background-UDP-Established
2011/08/18 10:21:59.766973,0.000698,udp,206.29.182.130,54290,  <->,147.32.84.229,13363,CON,0,0,2,161,90,flow=Background-UDP-Established
2011/08/18 10:21:59.767657,0.000192,udp,147.32.85.25,54311,  <->,147.32.80.9,53,CON,0,0,2,208,79,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.767926,0.000184,udp,147.32.85.25,42500,  <->,147.32.80.9,53,CON,0,0,2,207,66,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.771968,0.000374,udp,147.32.85.25,59483,  <->,147.32.80.9,53,CON,0,0,2,208,79,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.772500,0.000223,udp,147.32.85.25,59683,  <->,147.32.80.9,53,CON,0,0,2,207,66,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.774067,0.000519,udp,109.169.232.82,14149,  <->,147.32.84.229,443,CON,0,0,2,128,60,flow=Background-UDP-Established
2011/08/18 10:21:59.797363,240.499374,tcp,147.32.84.170,52535,   ->,209.85.148.99,443,FSPA_FSPA,0,0,28,2625,1463,flow=From-Normal-V51-Stribrek
2011/08/18 10:21:59.802562,240.494659,tcp,147.32.84.170,52536,   ->,209.85.148.99,443,FSPA_FSPA,0,0,28,2625,1463,flow=From-Normal-V51-Stribrek
2011/08/18 10:21:59.802987,240.493332,tcp,147.32.84.170,52537,   ->,209.85.148.99,443,FSPA_FSPA,0,0,28,2625,1463,flow=From-Normal-V51-Stribrek
2011/08/18 10:21:59.803268,0.000301,udp,147.32.85.25,32905,  <->,147.32.80.9,53,CON,0,0,2,208,79,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.803275,240.493362,tcp,147.32.84.170,52538,   ->,209.85.148.99,443,FSPA_FSPA,0,0,28,2625,1463,flow=From-Normal-V51-Stribrek
2011/08/18 10:21:59.803655,240.493256,tcp,147.32.84.170,52539,   ->,209.85.148.99,443,FSPA_FSPA,0,0,28,2625,1463,flow=From-Normal-V51-Stribrek
2011/08/18 10:21:59.803815,0.000156,udp,147.32.85.25,53431,  <->,147.32.80.9,53,CON,0,0,2,207,66,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:21:59.814479,3541.899170,tcp,78.9.160.40,64545,   ->,147.32.84.229,13363,SPA_SPA,0,0,186,15239,8026,flow=Background-TCP-Established
2011/08/18 10:21:59.839415,0.000428,udp,147.32.84.170,57846,  <->,147.32.80.9,53,CON,0,0,2,400,74,flow=From-Normal-V51-Stribrek
2011/08/18 10:21:59.840468,0.000338,udp,147.32.84.170,42479,  <->,147.32.80.9,53,CON,0,0,2,400,74,flow=From-Normal-V51-Stribrek
2011/08/18 10:21:59.841577,0.018675,tcp,147.32.84.170,59241,   ->,209.85.148.99,80,FSA_FSA,0,0,6,412,272,flow=From-Normal-V51-Stribrek
2011/08/18 10:21:59.848360,0.000108,tcp,188.120.195.230,63665,   ->,147.32.84.118,6881,S_RA,0,0,2,122,62,flow=Background-TCP-Attempt
2011/08/18 10:21:59.872339,3027.705322,udp,77.127.95.37,42902,  <->,147.32.86.165,12114,CON,0,0,12,1440,1068,flow=Background-UDP-Established
2011/08/18 10:21:59.904422,262.503143,udp,90.178.238.150,17974,  <->,147.32.84.229,13363,CON,0,0,4,492,349,flow=Background-UDP-Established
2011/08/18 10:21:59.939089,0.000818,udp,92.254.99.237,43520,  <->,147.32.84.229,13363,CON,0,0,2,136,76,flow=Background-UDP-Established
2011/08/18 10:21:59.950618,3582.468994,udp,74.121.92.210,8635,  <->,147.32.84.229,13363,CON,0,0,124,19698,9599,flow=Background-UDP-Established
2011/08/18 10:21:59.970475,3392.325928,udp,109.165.132.218,29556,  <->,147.32.84.229,13363,CON,0,0,12,1482,1056,flow=Background-UDP-Established
2011/08/18 10:21:59.993001,3430.693359,udp,147.32.84.229,13363,  <->,109.124.43.198,32488,CON,0,0,32,2183,1223,flow=Background-UDP-Established
2011/08/18 10:22:00.000577,0.000358,udp,147.32.84.25,38481,  <->,147.32.80.9,53,CON,0,0,2,377,75,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:22:00.000591,0.000358,udp,147.32.84.25,38481,  <->,147.32.80.9,53,CON,0,0,2,227,75,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:22:00.001475,373.826843,tcp,147.32.84.25,49433,   ->,74.125.232.214,80,FSPA_FSPA,0,0,108,41564,27582,flow=Background-TCP-Established
2011/08/18 10:22:00.025156,0.017074,udp,147.32.84.170,44339,  <->,147.32.80.9,53,CON,0,0,2,378,75,flow=From-Normal-V51-Stribrek
2011/08/18 10:22:00.028031,0.000772,udp,187.90.81.200,1024,  <->,147.32.84.229,13363,CON,0,0,2,582,75,flow=Background-UDP-Established
2011/08/18 10:22:00.029436,2474.193848,udp,195.122.213.179,55725,  <->,147.32.84.229,13363,CON,0,0,14,1813,1253,flow=Background-UDP-Established
2011/08/18 10:22:00.033444,0.000485,udp,41.133.134.159,12542,  <->,147.32.84.111,48922,CON,0,0,2,128,60,flow=Background-UDP-Established
2011/08/18 10:22:00.040483,0.000660,udp,178.152.22.22,61792,  <->,147.32.84.229,13363,CON,0,0,2,556,74,flow=Background-UDP-Established
2011/08/18 10:22:00.042929,0.312377,tcp,147.32.84.170,53856,   ->,199.7.59.72,80,FSPA_FSPA,0,0,12,2614,798,flow=From-Normal-V51-Stribrek
2011/08/18 10:22:00.049264,1.730370,udp,119.155.2.28,10880,  <->,147.32.84.229,13363,CON,0,0,4,1071,537,flow=Background-UDP-Established
2011/08/18 10:22:00.066940,608.635071,udp,90.176.237.138,20290,  <->,147.32.84.229,13363,CON,0,0,4,488,334,flow=Background-UDP-Established
2011/08/18 10:22:00.089940,0.000483,udp,41.133.146.24,40847,  <->,147.32.84.229,13363,CON,0,0,2,134,74,flow=Background-UDP-Established
2011/08/18 10:22:00.122589,3121.695068,udp,147.32.86.165,12114,  <->,128.8.202.46,60023,CON,0,0,4,268,148,flow=Background-UDP-Established
2011/08/18 10:22:00.134733,0.000585,udp,188.56.43.202,54078,  <->,147.32.84.229,13363,CON,0,0,2,240,178,flow=Background-UDP-Established
2011/08/18 10:22:00.241266,0.000188,udp,147.32.84.138,56069,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:22:00.241388,0.000181,udp,147.32.84.138,57577,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:22:00.249376,0.000316,udp,147.32.84.138,52712,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:22:00.249391,0.000324,udp,147.32.84.138,58685,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:22:00.253614,0.374260,udp,147.32.84.229,13363,  <->,114.26.173.34,36320,CON,0,0,4,2955,60,flow=Background-UDP-Established
2011/08/18 10:22:00.257250,0.000176,udp,147.32.84.138,37757,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:22:00.257258,0.000252,udp,147.32.84.138,33901,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:22:00.259309,2468.758789,udp,94.77.130.168,55767,  <->,147.32.84.229,13363,CON,0,0,4,280,160,flow=Background-UDP-Established
2011/08/18 10:22:00.262424,0.000281,udp,147.32.84.138,33248,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:22:00.262432,0.000504,udp,147.32.84.138,50035,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:22:00.267584,0.000391,udp,147.32.84.138,53739,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:22:00.267598,0.000382,udp,147.32.84.138,55185,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:22:00.272364,3210.056152,udp,92.37.15.42,60370,  <->,147.32.84.229,13363,CON,0,0,24,2700,1237,flow=Background-UDP-Established
2011/08/18 10:22:00.272631,0.000233,udp,147.32.84.138,48773,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:22:00.272645,0.000232,udp,147.32.84.138,38514,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:22:00.316139,0.000215,udp,189.151.8.111,19922,   ->,147.32.84.118,1153,INT,0,,1,145,145,flow=Background-UDP-Attempt
2011/08/18 10:22:00.316354,0.000000,icmp,147.32.84.118,0x0303,   ->,189.151.8.111,0x8104,URP,0,,1,173,173,flow=Background
2011/08/18 10:22:00.335456,1.291283,udp,223.138.124.82,45062,  <->,147.32.84.229,13363,CON,0,0,6,1824,225,flow=Background-UDP-Established
2011/08/18 10:22:00.345760,3190.142822,udp,111.240.167.248,59877,  <->,147.32.84.229,13363,CON,0,0,6,1277,605,flow=Background-UDP-Established
2011/08/18 10:22:00.353987,0.011213,tcp,147.32.84.59,51464,   ->,77.75.73.9,80,SRPA_FSPA,0,0,11,2812,2091,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:22:00.375340,3.358487,tcp,74.125.232.217,80,  <?>,147.32.84.59,2555,FRA_FA,0,0,4,258,126,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:22:00.419547,797.778809,udp,98.239.82.37,45242,  <->,147.32.84.229,13363,CON,0,0,6,3121,126,flow=Background-UDP-Established
2011/08/18 10:22:00.425163,1872.143677,udp,84.184.234.186,49865,  <->,147.32.84.229,13363,CON,0,0,8,972,724,flow=Background-UDP-Established
2011/08/18 10:22:00.435261,3181.567383,udp,84.238.209.185,21772,  <->,147.32.84.229,13363,CON,0,0,10,1333,866,flow=Background-UDP-Established
2011/08/18 10:22:00.446054,14.957736,tcp,147.32.84.59,53689,   ->,86.63.194.225,80,SRPA_FSPA,0,0,58,49287,3365,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:22:00.460298,3158.262207,udp,147.32.86.24,31002,  <->,81.88.11.154,16274,CON,0,0,6,726,540,flow=Background-UDP-Established
2011/08/18 10:22:00.460405,3158.207275,udp,147.32.86.24,31002,  <->,128.164.79.193,15263,CON,0,0,4,266,146,flow=Background-UDP-Established
2011/08/18 10:22:00.531978,2422.511475,udp,147.32.84.229,13363,  <->,114.145.254.107,59141,CON,0,0,4,266,146,flow=Background-UDP-Established
2011/08/18 10:22:00.541757,2562.955322,udp,86.34.223.51,37177,  <->,147.32.84.229,13363,CON,0,0,7,990,745,flow=Background-UDP-Established
2011/08/18 10:22:00.547293,2585.449463,udp,194.86.24.21,1831,  <->,147.32.84.229,13363,CON,0,0,8,968,720,flow=Background-UDP-Established
2011/08/18 10:22:00.581366,34.822285,tcp,147.32.84.59,53690,   ->,86.63.194.248,80,SRPA_FSPA,0,0,35,19689,2976,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:22:00.581629,15.861937,tcp,147.32.84.59,53691,   ->,86.63.194.248,80,SRPA_FSPA,0,0,20,9116,1867,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:22:00.581836,15.861796,tcp,147.32.84.59,53692,   ->,86.63.194.248,80,SRPA_FSPA,0,0,16,5719,1349,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:22:00.604163,227.141830,udp,85.160.145.76,25808,  <->,147.32.84.229,13363,CON,0,0,6,400,220,flow=Background-UDP-Established
2011/08/18 10:22:00.620559,0.000259,udp,147.32.84.59,60992,  <->,147.32.80.9,53,CON,0,0,2,268,103,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:22:00.621425,0.000611,udp,92.124.112.172,2430,  <->,147.32.84.229,13363,CON,0,0,2,242,180,flow=Background-UDP-Established
2011/08/18 10:22:00.634582,0.177379,tcp,88.234.199.185,64128,   ->,147.32.85.56,44076,FSPA_FSPA,0,0,9,652,385,flow=Background-TCP-Established
2011/08/18 10:22:00.660813,0.508500,tcp,147.32.86.223,38793,   ->,89.221.217.12,1935,SRPA_SPA,0,0,17,8056,4201,flow=Background-TCP-Established
2011/08/18 10:22:00.681047,2189.219482,udp,83.78.58.219,22329,  <->,147.32.84.229,13363,CON,0,0,8,947,699,flow=Background-UDP-Established
2011/08/18 10:22:00.691703,3407.155273,udp,114.46.97.200,32692,  <->,147.32.84.229,13363,CON,0,0,4,1177,153,flow=Background-UDP-Established
2011/08/18 10:22:00.714740,2924.808350,udp,88.68.255.197,17220,  <->,147.32.84.229,13363,CON,0,0,10,720,390,flow=Background-UDP-Established
2011/08/18 10:22:00.728226,0.321070,tcp,147.32.84.59,55937,   ->,76.13.114.90,80,FSPA_FSPA,0,0,9,1537,699,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:22:00.740452,3183.872070,udp,71.196.206.113,55006,  <->,147.32.84.229,13363,CON,0,0,12,1500,1128,flow=Background-UDP-Established
2011/08/18 10:22:00.742495,0.047037,tcp,147.32.86.96,46332,   ->,147.32.87.38,12489,_FSPA,,0,8,546,0,flow=Background-TCP-Established
2011/08/18 10:22:00.773411,3047.032471,udp,84.229.237.174,21577,  <->,147.32.84.229,13363,CON,0,0,14,1666,1232,flow=Background-UDP-Established
2011/08/18 10:22:00.817481,3104.222900,udp,130.229.136.154,37871,  <->,147.32.84.229,13363,CON,0,0,4,413,167,flow=Background-UDP-Established
2011/08/18 10:22:00.818025,486.725403,tcp,88.234.199.185,64129,   ->,147.32.85.56,44076,FSPA_FSPA,0,0,61,3914,1422,flow=Background-TCP-Established
2011/08/18 10:22:00.838382,0.000559,udp,217.77.19.21,49226,  <->,147.32.84.229,443,CON,0,0,2,128,60,flow=Background-UDP-Established
2011/08/18 10:22:00.940032,8.992176,tcp,68.151.67.104,58348,   ->,147.32.84.229,443,S_SA,0,0,8,492,186,flow=Background-TCP-Established
2011/08/18 10:22:01.020430,0.000355,udp,147.32.84.212,46771,  <->,147.32.80.9,53,CON,0,0,2,298,80,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:22:01.055762,0.000073,udp,175.139.235.138,8881,   ->,147.32.84.59,43087,INT,0,,1,143,143,flow=Background-Attempt-cmpgw-CVUT
2011/08/18 10:22:01.055835,0.000000,icmp,147.32.84.59,0x0303,   ->,175.139.235.138,0x4fa8,URP,0,,1,171,171,flow=Background-Attempt-cmpgw-CVUT
2011/08/18 10:22:01.059460,3553.648682,tcp,205.188.11.47,5190,  <?>,147.32.85.26,56958,PA_PA,0,0,177,57116,50931,flow=Background
2011/08/18 10:22:01.073755,3095.702148,udp,50.72.40.108,34403,  <->,147.32.84.229,13363,CON,0,0,4,266,146,flow=Background-UDP-Established
2011/08/18 10:22:01.079119,3580.157959,udp,81.10.218.18,46351,  <->,147.32.84.229,13363,CON,0,0,120,19978,9984,flow=Background-UDP-Established
2011/08/18 10:22:01.096939,3159.983154,udp,109.191.75.16,20942,  <->,147.32.84.229,13363,CON,0,0,10,1190,880,flow=Background-UDP-Established
2011/08/18 10:22:01.155643,2.577461,tcp,74.125.232.217,80,  <?>,147.32.84.59,2552,FA_FA,0,0,4,264,132,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:22:01.159789,0.000605,udp,195.39.77.154,64968,  <->,147.32.84.229,13363,CON,0,0,2,245,163,flow=Background-UDP-Established
2011/08/18 10:22:01.203831,0.000015,tcp,147.32.87.5,445,   ?>,147.32.85.30,50117,RA_,0,,2,120,120,flow=Background
2011/08/18 10:22:01.252823,0.000311,udp,147.32.85.10,59354,  <->,147.32.80.9,53,CON,0,0,2,312,77,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:22:01.254200,0.000261,udp,147.32.85.10,63687,  <->,147.32.80.9,53,CON,0,0,2,224,77,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:22:01.257081,16.551531,tcp,147.32.85.10,53532,   ->,147.32.80.7,80,FSPA_FSPA,0,0,15,3770,774,flow=Background-TCP-Established
2011/08/18 10:22:01.274826,0.000389,udp,147.32.85.10,55478,  <->,147.32.80.9,53,CON,0,0,2,566,76,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:22:01.276892,0.009971,udp,147.32.85.10,63703,  <->,147.32.80.9,53,CON,0,0,2,224,76,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:22:01.289327,0.000604,udp,98.185.255.245,62540,  <->,147.32.84.229,13363,CON,0,0,2,135,75,flow=Background-UDP-Established
